# https://developers.google.com/public-data/docs/canonical/countries_csv
São Tomé and Príncipe	0.18636	6.613081
El Salvador	13.794185	-88.89653
Syria	34.802075	38.996815
Swaziland	-26.522503	31.465866
Turks and Caicos Islands	21.694025	-71.797928
Chad	15.454166	18.732207
French Southern Territories	-49.280366	69.348557
Togo	8.619543	0.824782
Thailand	15.870032	100.992541
Tajikistan	38.861034	71.276093
Tokelau	-8.967363	-171.855881
Timor-Leste	-8.874217	125.727539
Turkmenistan	38.969719	59.556278
Tunisia	33.886917	9.537499
Tonga	-21.178986	-175.198242
Turkey	38.963745	35.243322
Trinidad and Tobago	10.691803	-61.222503
Tuvalu	-7.109535	177.64933
Taiwan	23.69781	120.960515
Tanzania	-6.369028	34.888822
Ukraine	48.379433	31.16558
Uganda	1.373333	32.290275
United States	37.09024	-95.712891
Uruguay	-32.522779	-55.765835
Uzbekistan	41.377491	64.585262
Vatican City	41.902916	12.453389
Saint Vincent and the Grenadines	12.984305	-61.287228
Venezuela	6.42375	-66.58973
British Virgin Islands	18.420695	-64.639968
U.S. Virgin Islands	18.335765	-64.896335
Vietnam	14.058324	108.277199
Vanuatu	-15.376706	166.959158
Wallis and Futuna	-13.768752	-177.156097
Samoa	-13.759029	-172.104629
Kosovo	42.602636	20.902977
Yemen	15.552727	48.516388
Mayotte	-12.8275	45.166244
South Africa	-30.559482	22.937506
Zambia	-13.133897	27.849332
Zimbabwe	-19.015438	29.154857
